현재 버전:|현재 버전:
두께|두께
격자|격자
채우기 색상|채우기 색상
 동의 (필수)| 동의 (필수)
시작 및 끝 색상|시작 및 끝 색상
괄호 ()안 문장 읽기|괄호 ()안 문장 읽기
인증번호 발송하기|인증번호 발송하기
내 책장|내 책장
US 편지지|US 편지지
댓글을 등록해주세요.|댓글을 등록해주세요.
이벤트 혜택 알림 수신 동의 (선택)|이벤트 혜택 알림 수신 동의 (선택)
두 페이지|두 페이지
저자 가나다순|저자 가나다순
잠들기 전 책을 읽다 보면 프론트라이트의 차가운 백색 빛이\n생체리듬에 영향을 주어 숙면을 방해할 수 있습니다.\n차가운 백색 빛에는 숙면을 방해하는 다량의 블루라이트가\n포함되어 있기 때문입니다.|잠들기 전 책을 읽다 보면 프론트라이트의 차가운 백색 빛이\n생체리듬에 영향을 주어 숙면을 방해할 수 있습니다.\n차가운 백색 빛에는 숙면을 방해하는 다량의 블루라이트가\n포함되어 있기 때문입니다.
이 작품은 리디북스 애플리케이션 최신 버전에서 볼 수 있습니다. 최신 버전으로 업데이트하시겠습니까?|이 작품은 리디북스 애플리케이션 최신 버전에서 볼 수 있습니다. 최신 버전으로 업데이트하시겠습니까?
세로|세로
증명|증명
타원|타원
즐겨찾기 추가|즐겨찾기 추가
최신 버전으로 업데이트|최신 버전으로 업데이트
페이지 설정|페이지 설정
듣기 타이머|듣기 타이머
수면에 도움을 주는 황백색 빛|수면에 도움을 주는 황백색 빛
잉크|잉크
현재 페이지 (%1$d)|현재 페이지 (%1$d)
자동|자동
1권부터|1권부터
앞으로 묻지 않기|앞으로 묻지 않기
오후|오후
차가운 백색 빛과 다르게 따뜻한 황백색 빛은\n수면에 나쁜 영향을 적게 일으킵니다. 색 온도 조절 기능으로\n프론트라이트의 색상을 따뜻한 황백색 빛으로 조절하면,\n독서 후 취침 시 숙면에 도움이 될 수 있습니다.|차가운 백색 빛과 다르게 따뜻한 황백색 빛은\n수면에 나쁜 영향을 적게 일으킵니다. 색 온도 조절 기능으로\n프론트라이트의 색상을 따뜻한 황백색 빛으로 조절하면,\n독서 후 취침 시 숙면에 도움이 될 수 있습니다.
선|선
기간 선택|기간 선택
RIDIPAPER를 구입해주셔서 감사합니다.\n간단한 몇 단계만 거치면 바로 사용할 수 있습니다.|RIDIPAPER를 구입해주셔서 감사합니다.\n간단한 몇 단계만 거치면 바로 사용할 수 있습니다.
일치하는 결과 없음|일치하는 결과 없음
"업데이트로 책장이 초기화되었습니다.\n\n업데이트 이전 책장 정보는 "|"업데이트로 책장이 초기화되었습니다.\n\n업데이트 이전 책장 정보는 "
예비 결과|예비 결과
페이지 전환효과|페이지 전환효과
공유 대상:|공유 대상:
동시 이용은 최대 %d대 까지 가능합니다.|동시 이용은 최대 %d대 까지 가능합니다.
검색 결과가 없습니다.|검색 결과가 없습니다.
개요|개요
출력|출력
분|분
잔상 최소화 설정|잔상 최소화 설정
시작일~%1$s|시작일~%1$s
잠금 설정 초기화|잠금 설정 초기화
책장에 추가할 작품 선택|책장에 추가할 작품 선택
모두 건너뛰기|모두 건너뛰기
전원/보안|전원/보안
유의사항|유의사항
"DRM 문제로 작품을 볼 수 없습니다(108).\n'설정 > 고객 문의 & 의견 보내기'에 문의해주세요."|"DRM 문제로 작품을 볼 수 없습니다(108).\n'설정 > 고객 문의 & 의견 보내기'에 문의해주세요."
