이미 다운로드한 작품입니다.|이미 다운로드한 작품입니다.
리디캐시 충전 종료|리디캐시 충전 종료
세로 모드 고정|세로 모드 고정
보기|보기
리디캐시|리디캐시
이메일이 수정되었습니다.|이메일이 수정되었습니다.
알 수 없는 오류 (|알 수 없는 오류 (
다른 기기에서 |다른 기기에서 
잘못된 인증번호가 여러 번 입력되었습니다|잘못된 인증번호가 여러 번 입력되었습니다
터치 잠금 모드 켜기|터치 잠금 모드 켜기
결제가 완료되었습니다.|결제가 완료되었습니다.
일시적인 장애가 발견되었습니다.|일시적인 장애가 발견되었습니다.
→ 읽던 페이지 |→ 읽던 페이지 
책장 가져오기|책장 가져오기
이용권이 사용되었습니다.|이용권이 사용되었습니다.
추가할 수 있는 파일이 없습니다.|추가할 수 있는 파일이 없습니다.
읽음|읽음
네트워크 연결 후 새로고침 해주세요.|네트워크 연결 후 새로고침 해주세요.
튜토리얼|튜토리얼
확대 할 수 없는 이미지입니다.|확대 할 수 없는 이미지입니다.
잠금 비밀번호를 설정해주세요.|잠금 비밀번호를 설정해주세요.
전체 숨기기|전체 숨기기
잠금 비밀번호 입력|잠금 비밀번호 입력
대여 %,d원|대여 %,d원
챕터 제목|챕터 제목
결말을 알 수 있는 내용(스포일러)|결말을 알 수 있는 내용(스포일러)
구매 목록이나 내 책장에서 작품을 다운로드해보세요.|구매 목록이나 내 책장에서 작품을 다운로드해보세요.
 입력해주세요.| 입력해주세요.
저장소|저장소
이용불가 작품이 선택되어 있는 경우 다운로드 가능한 작품만 다운로드 됩니다.|이용불가 작품이 선택되어 있는 경우 다운로드 가능한 작품만 다운로드 됩니다.
성인 콘텐츠 구매 제한 안내|성인 콘텐츠 구매 제한 안내
잠금 비밀번호 해제|잠금 비밀번호 해제
책장 정보를 가져오는 중 오류가 발생했습니다. 다시 시도해주세요.|책장 정보를 가져오는 중 오류가 발생했습니다. 다시 시도해주세요.
선택한 작품을 숨겼습니다.|선택한 작품을 숨겼습니다.
독서노트 동기화|독서노트 동기화
이전 |이전 
다운로드 실패 - Wi-Fi 연결을 확인해주세요.|다운로드 실패 - Wi-Fi 연결을 확인해주세요.
형광펜|형광펜
책장 가져오기 완료|책장 가져오기 완료
대여 만료 임박순 정렬 시 대여 중인 작품만 보입니다.|대여 만료 임박순 정렬 시 대여 중인 작품만 보입니다.
다운로드하시겠습니까?|다운로드하시겠습니까?
읽던\n페이지로 가시겠습니까?|읽던\n페이지로 가시겠습니까?
답글|답글
슬립 화면|슬립 화면
설정하지 않음|설정하지 않음
사용자가 추가한 파일입니다|사용자가 추가한 파일입니다
다운로드 대기 중입니다.|다운로드 대기 중입니다.
인증 번호 확인이 실패했습니다. 잠시 후 다시 시도해주세요.|인증 번호 확인이 실패했습니다. 잠시 후 다시 시도해주세요.
충전할 수 없습니다.|충전할 수 없습니다.
시작하기|시작하기
서점에서 작품 정보 보기|서점에서 작품 정보 보기
랜덤 기본 슬립 화면|랜덤 기본 슬립 화면
뷰 모드 기능을 통해<br><b>표지/리스트</b>로 변경할 수 있어요!|뷰 모드 기능을 통해<br><b>표지/리스트</b>로 변경할 수 있어요!
잠금 비밀번호가 설정되었습니다.|잠금 비밀번호가 설정되었습니다.
페이지 새로고침|페이지 새로고침
전체 선택|전체 선택
메모|메모
이미 |이미 
 다운로드 완료| 다운로드 완료
선택한 작품 중 내 책장에 |선택한 작품 중 내 책장에 
가로 모드 고정|가로 모드 고정
다운로드할 수 있는 작품이 없습니다.|다운로드할 수 있는 작품이 없습니다.
이 작품을 구매 또는 대여한 아이디로 로그인해야 볼 수 있습니다.|이 작품을 구매 또는 대여한 아이디로 로그인해야 볼 수 있습니다.
사용 가능한 이메일입니다.|사용 가능한 이메일입니다.
을 |을 
최근 본 작품이 없습니다.|최근 본 작품이 없습니다.
다음|다음
로그인해주세요.|로그인해주세요.
제외하고 |제외하고 
로그인이 필요합니다.|로그인이 필요합니다.
이 작품을 보려면 파일을 삭제하신 후, [구매 목록]에서 다시 다운로드해야 합니다.|이 작품을 보려면 파일을 삭제하신 후, [구매 목록]에서 다시 다운로드해야 합니다.
기본 이미지|기본 이미지
내 서재 책장에서 동기화된 책장을 확인할 수 있습니다. 완전히 반영되는 데에는 몇 분 정도 소요될 수 있습니다.|내 서재 책장에서 동기화된 책장을 확인할 수 있습니다. 완전히 반영되는 데에는 몇 분 정도 소요될 수 있습니다.
사용자 등록 이미지|사용자 등록 이미지
개인 정보 수집 및 이용에 동의해주세요.|개인 정보 수집 및 이용에 동의해주세요.
최저|최저
% 이하입니다.|% 이하입니다.
이 목록의 모든 작품을 다운로드하시겠습니까?|이 목록의 모든 작품을 다운로드하시겠습니까?
수정|수정
시간 전|시간 전
지원하지 않는 viewType : |지원하지 않는 viewType : 
서비스 정기 점검 안내|서비스 정기 점검 안내
블루투스가 켜졌습니다.|블루투스가 켜졌습니다.
변경한 <b>독서상태</b>는<br>여기서 필터링해서 볼 수 있어요!|변경한 <b>독서상태</b>는<br>여기서 필터링해서 볼 수 있어요!
 삭제| 삭제
저장하지 않기|저장하지 않기
내 서재에서 최근 본 작품을 숨기시겠습니까?|내 서재에서 최근 본 작품을 숨기시겠습니까?
비밀번호가 설정된 책입니다|비밀번호가 설정된 책입니다
읽지 않음|읽지 않음
삭제된 파일은 다시 다운로드 할 수 있습니다.|삭제된 파일은 다시 다운로드 할 수 있습니다.
리디 로그아웃|리디 로그아웃
오픈 소스 라이센스|오픈 소스 라이센스
표지 이미지를 다운로드할 수 없습니다. Wi-Fi가 정상적으로 연결되어있는지 확인 해주세요.|표지 이미지를 다운로드할 수 없습니다. Wi-Fi가 정상적으로 연결되어있는지 확인 해주세요.
최신 버전입니다.|최신 버전입니다.
책장에 내 파일을 추가하는 중입니다...|책장에 내 파일을 추가하는 중입니다...
저장 공간 부족|저장 공간 부족
대여중|대여중
대응되지 않은 결제 수단 : |대응되지 않은 결제 수단 : 
잠금 비밀번호를 입력해주세요.|잠금 비밀번호를 입력해주세요.
표지 이미지를 다운로드 중입니다....|표지 이미지를 다운로드 중입니다....
외장 SD 카드가 마운트 해제 혹은 제거되어 작품을 닫습니다.|외장 SD 카드가 마운트 해제 혹은 제거되어 작품을 닫습니다.
성인 콘텐츠의 최초 구매는 리디북스 웹 사이트에서 진행한 후 앱 내에서 이용할 수 있습니다.|성인 콘텐츠의 최초 구매는 리디북스 웹 사이트에서 진행한 후 앱 내에서 이용할 수 있습니다.
작품을 추가하면 여기에 표시됩니다.|작품을 추가하면 여기에 표시됩니다.
더 진하게|더 진하게
작품을 추가할 수 없습니다.|작품을 추가할 수 없습니다.
댓글|댓글
다운로드를 중지하고 슬립 모드로 전환하시겠습니까?|다운로드를 중지하고 슬립 모드로 전환하시겠습니까?
남겨진 메모가 없습니다.|남겨진 메모가 없습니다.
구매 목록에서 숨기시겠습니까?|구매 목록에서 숨기시겠습니까?
민준|민준
이전|이전
등록|등록
선택한 모든 작품을 다운로드하시겠습니까?|선택한 모든 작품을 다운로드하시겠습니까?
사용 가능한 비밀번호입니다.|사용 가능한 비밀번호입니다.
전자 잉크 디스플레이의 일반적인 잔상을\n허용합니다.|전자 잉크 디스플레이의 일반적인 잔상을\n허용합니다.
내 서재|내 서재
이전 밝기|이전 밝기
내 서재로 다운로드 중입니다…|내 서재로 다운로드 중입니다…
보지 않기|보지 않기
왼쪽 정렬|왼쪽 정렬
결제를 진행할 수 없습니다.|결제를 진행할 수 없습니다.
 자동으로 보기| 자동으로 보기
네트워크 연결 상태를 확인 후\n다시 시도해주세요.|네트워크 연결 상태를 확인 후\n다시 시도해주세요.
현재 구현되지 않은 기능입니다.|현재 구현되지 않은 기능입니다.
다운로드 중지된 작품|다운로드 중지된 작품
년 대여|년 대여
대여한 작품은 다운로드 시점부터 대여가 시작됩니다.|대여한 작품은 다운로드 시점부터 대여가 시작됩니다.
무료로 보기|무료로 보기
으로 변경되었습니다.|으로 변경되었습니다.
24시간 형식 사용|24시간 형식 사용
가|가
양쪽 정렬|양쪽 정렬
슬립 모드로 전환|슬립 모드로 전환
이메일 인증 요청에 실패했습니다. 다시 시도해주세요.|이메일 인증 요청에 실패했습니다. 다시 시도해주세요.
저장 공간|저장 공간
개인정보 처리방침|개인정보 처리방침
아직 해당 목차의 위치 정보를 확인하지 못했습니다. 잠시 후 다시 시도해주세요.|아직 해당 목차의 위치 정보를 확인하지 못했습니다. 잠시 후 다시 시도해주세요.
터치 잠금|터치 잠금
상/하단 정보 표시|상/하단 정보 표시
\n안전하지 않은 콘텐츠가 포함되어 있을 수 있습니다.|\n안전하지 않은 콘텐츠가 포함되어 있을 수 있습니다.
전원 끄기 타이머|전원 끄기 타이머
현재 다운로드 중인 작품이 있습니다. Wi-Fi를 끄시면 모든 작품 다운로드가 중지됩니다.|현재 다운로드 중인 작품이 있습니다. Wi-Fi를 끄시면 모든 작품 다운로드가 중지됩니다.
예|예
최근 본 작품이 없습니다|최근 본 작품이 없습니다
잠금 비밀번호 확인을 입력해주세요.|잠금 비밀번호 확인을 입력해주세요.
전화 중 듣기 일시 정지를 하려면 해당 권한이 필요합니다. |전화 중 듣기 일시 정지를 하려면 해당 권한이 필요합니다. 
욕설/비속어|욕설/비속어
파일 생성에 실패했습니다. 다시 시도해주세요.|파일 생성에 실패했습니다. 다시 시도해주세요.
결제한 아이디로 로그인하거나 결제 후 볼 수 있습니다.|결제한 아이디로 로그인하거나 결제 후 볼 수 있습니다.
작품을 다운로드하는 중|작품을 다운로드하는 중
내 서재에서 최근 본 작품 보기|내 서재에서 최근 본 작품 보기
답글 등록|답글 등록
전체 삭제|전체 삭제
책장 동기화가 완료되었습니다.|책장 동기화가 완료되었습니다.
무료 쿠폰이 아닙니다. |무료 쿠폰이 아닙니다. 
다운로드된 작품 중, 대여 중인 작품이 없습니다.|다운로드된 작품 중, 대여 중인 작품이 없습니다.
반대 방향(←)으로 보는 작품\n|반대 방향(←)으로 보는 작품\n
닫기|닫기
삭제되었습니다.|삭제되었습니다.
인증을 완료해주세요.|인증을 완료해주세요.
파일이 삭제되었습니다.|파일이 삭제되었습니다.
답글이 삭제되었습니다.|답글이 삭제되었습니다.
일 대여|일 대여
책장에서 삭제했습니다.|책장에서 삭제했습니다.
사용할 수 있는 항목이 없습니다.|사용할 수 있는 항목이 없습니다.
여유 저장 공간을 확인해주세요.|여유 저장 공간을 확인해주세요.
네트워크 오류|네트워크 오류
선택한 책 중 다른 책장으로 |선택한 책 중 다른 책장으로 
열기|열기
책장의 이름을 입력해주세요.|책장의 이름을 입력해주세요.
리디북스 아이디 로그아웃|리디북스 아이디 로그아웃
미디어 오디오 연결이 해제되었습니다.|미디어 오디오 연결이 해제되었습니다.
프론트라이트가 켜졌습니다.|프론트라이트가 켜졌습니다.
임시 데이터 파일을 삭제하면 저장 공간을 확보할 수 있지만, 작품을 처음 열 때 시간이 더 걸릴 수 있습니다.|임시 데이터 파일을 삭제하면 저장 공간을 확보할 수 있지만, 작품을 처음 열 때 시간이 더 걸릴 수 있습니다.
퀵 버튼을 길게 누르면 뜨는 <b>퀵 런처</b>에서 해제할 수 있습니다.|퀵 버튼을 길게 누르면 뜨는 <b>퀵 런처</b>에서 해제할 수 있습니다.
네트워크 연결 상태를 확인해주세요|네트워크 연결 상태를 확인해주세요
 후 전원 끄기| 후 전원 끄기
일시정지|일시정지
취소|취소
지원되지 않는 케이블 또는 액세서리입니다.\n제공된 케이블을 사용하거나 5V/2A 규격의\n충전기를 사용해 주세요.|지원되지 않는 케이블 또는 액세서리입니다.\n제공된 케이블을 사용하거나 5V/2A 규격의\n충전기를 사용해 주세요.
올바른 잠금 비밀번호를 입력해주세요.|올바른 잠금 비밀번호를 입력해주세요.
아니오|아니오
 페이지 마다| 페이지 마다
구매 %,d원|구매 %,d원
시간 |시간 
유효하지 않은|유효하지 않은
시스템 글꼴|시스템 글꼴
업데이트에 실패했습니다.|업데이트에 실패했습니다.
최신 버전으로 업데이트|최신 버전으로 업데이트
다운로드된 파일을 삭제하시겠습니까?|다운로드된 파일을 삭제하시겠습니까?
권한 허용이 필요합니다.|권한 허용이 필요합니다.
다운로드|다운로드
 존재하지 않습니다.| 존재하지 않습니다.
사용자 가이드|사용자 가이드
밑줄|밑줄
표지 이미지 다운로드를 위해 잠시동안 Wi-Fi 연결이 필요합니다. 이후에는 Wi-Fi에 연결하지 않아도 됩니다.|표지 이미지 다운로드를 위해 잠시동안 Wi-Fi 연결이 필요합니다. 이후에는 Wi-Fi에 연결하지 않아도 됩니다.
리디바탕|리디바탕
네트워크 연결이 필요합니다.|네트워크 연결이 필요합니다.
Wi-Fi가 켜졌습니다.|Wi-Fi가 켜졌습니다.
메모도 함께 삭제됩니다.\n삭제하시겠습니까?|메모도 함께 삭제됩니다.\n삭제하시겠습니까?
최대 100개까지 추가할 수 있습니다.|최대 100개까지 추가할 수 있습니다.
대여 중인 작품이 없습니다.|대여 중인 작품이 없습니다.
<b>퀵 버튼</b>을 한 번 더 누르거나<br>|<b>퀵 버튼</b>을 한 번 더 누르거나<br>
답글이 등록되었습니다.|답글이 등록되었습니다.
다운로드가 완료되면 자동으로 다시 시작 후 업데이트를 진행합니다.<br>모든 업데이트가 완료될 때까지 전원을 끄지 마세요.<br>업데이트는 3분 이상 소요될 수 있습니다.|다운로드가 완료되면 자동으로 다시 시작 후 업데이트를 진행합니다.<br>모든 업데이트가 완료될 때까지 전원을 끄지 마세요.<br>업데이트는 3분 이상 소요될 수 있습니다.
업데이트 다운로드에 실패했습니다.|업데이트 다운로드에 실패했습니다.
대여했던 작품 다시 결제하기|대여했던 작품 다시 결제하기
정확히 입력해주세요.|정확히 입력해주세요.
다음 |다음 
대여 기간:  <b>|대여 기간:  <b>
시간|시간
비밀번호를|비밀번호를
스포일러가 있는 댓글입니다.|스포일러가 있는 댓글입니다.
작품 정보를 확인할 수 없습니다.|작품 정보를 확인할 수 없습니다.
페이지 넘김 버튼 설정|페이지 넘김 버튼 설정
페이퍼 잠금|페이퍼 잠금
초 전|초 전
 밝기| 밝기
터치 잠금 모드를 켜시겠습니까?|터치 잠금 모드를 켜시겠습니까?
오른|오른
선택한 파일이 없습니다.|선택한 파일이 없습니다.
비공개 처리된 |비공개 처리된 
검색|검색
선택|선택
<b>홈 버튼</b>으로 언제든지<br>내 서재로 돌아갈수 있어요!|<b>홈 버튼</b>으로 언제든지<br>내 서재로 돌아갈수 있어요!
배터리 잔량이 충분하지 않습니다. 전원 연결 후 다시 시도해주세요.|배터리 잔량이 충분하지 않습니다. 전원 연결 후 다시 시도해주세요.
다른 방법으로 결제|다른 방법으로 결제
다운로드 받은 파일에 오류가 있습니다.\n파일 다운로드를 다시 시도해주세요.|다운로드 받은 파일에 오류가 있습니다.\n파일 다운로드를 다시 시도해주세요.
